commit	added	deleted	path
632de4f7f9fd864d9bb1555ea5a7179131a203b8	1382	0	lib/firmware/erc7730_catalog.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	101	0	lib/firmware/erc7730_condition.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	196	0	lib/firmware/erc7730_format.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	781	0	lib/firmware/erc7730_program.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	46	0	lib/firmware/erc7730_tx.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	640	0	lib/firmware/erc7730_workflow.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	159	31	lib/firmware/ethereum.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	51	28	lib/firmware/fsm.c
632de4f7f9fd864d9bb1555ea5a7179131a203b8	818	106	lib/firmware/fsm_msg_ethereum.h
632de4f7f9fd864d9bb1555ea5a7179131a203b8	9	0	lib/firmware/messagemap.def
632de4f7f9fd864d9bb1555ea5a7179131a203b8	9	0	unittests/firmware/CMakeLists.txt
632de4f7f9fd864d9bb1555ea5a7179131a203b8	638	0	unittests/firmware/eip712_stream.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	163	0	unittests/firmware/erc7730_abi.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	223	0	unittests/firmware/erc7730_abi_stream.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	599	0	unittests/firmware/erc7730_catalog.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	76	0	unittests/firmware/erc7730_condition.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	133	0	unittests/firmware/erc7730_format.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	390	0	unittests/firmware/erc7730_program.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	74	0	unittests/firmware/erc7730_tx.cpp
632de4f7f9fd864d9bb1555ea5a7179131a203b8	153	0	unittests/firmware/erc7730_workflow.cpp
1679e17dca22dd475b8530d292d741403bc18763	10	3	docs/security/HANDOFF-ERC7730-ALPHA.md
590d9901ba5a54b39a5d930fada1e46f34abbfcb	10	2	include/keepkey/firmware/eip712_stream.h
590d9901ba5a54b39a5d930fada1e46f34abbfcb	3	2	include/keepkey/firmware/erc7730_abi_stream.h
590d9901ba5a54b39a5d930fada1e46f34abbfcb	1	0	include/keepkey/firmware/erc7730_catalog.h
590d9901ba5a54b39a5d930fada1e46f34abbfcb	12	0	include/keepkey/firmware/erc7730_program.h
590d9901ba5a54b39a5d930fada1e46f34abbfcb	16	0	include/keepkey/firmware/erc7730_workflow.h
590d9901ba5a54b39a5d930fada1e46f34abbfcb	124	3	lib/firmware/eip712_stream.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	6	2	lib/firmware/erc7730_abi.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	5	5	lib/firmware/erc7730_abi_stream.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	9	2	lib/firmware/erc7730_catalog.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	55	0	lib/firmware/erc7730_program.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	84	3	lib/firmware/erc7730_workflow.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	1	1	lib/firmware/ethereum.c
590d9901ba5a54b39a5d930fada1e46f34abbfcb	157	17	lib/firmware/fsm_msg_ethereum.h
590d9901ba5a54b39a5d930fada1e46f34abbfcb	187	0	scripts/emulator/test_stack07_regressions.py
590d9901ba5a54b39a5d930fada1e46f34abbfcb	127	1	unittests/firmware/eip712_stream.cpp
590d9901ba5a54b39a5d930fada1e46f34abbfcb	11	0	unittests/firmware/erc7730_abi.cpp
590d9901ba5a54b39a5d930fada1e46f34abbfcb	17	0	unittests/firmware/erc7730_abi_stream.cpp
590d9901ba5a54b39a5d930fada1e46f34abbfcb	79	0	unittests/firmware/erc7730_catalog.cpp
590d9901ba5a54b39a5d930fada1e46f34abbfcb	50	0	unittests/firmware/erc7730_workflow.cpp
590d9901ba5a54b39a5d930fada1e46f34abbfcb	13	0	unittests/firmware/ethereum.cpp
ec4c425090f1a124e9ff7fab51d8bfa29eae2b69	18	1	lib/firmware/fsm.c
ec4c425090f1a124e9ff7fab51d8bfa29eae2b69	7	0	lib/firmware/fsm_msg_ethereum.h
ec4c425090f1a124e9ff7fab51d8bfa29eae2b69	7	0	scripts/emulator/python-keepkey-tests.sh
ec4c425090f1a124e9ff7fab51d8bfa29eae2b69	2	0	scripts/emulator/test_stack07_regressions.py
ec4c425090f1a124e9ff7fab51d8bfa29eae2b69	62	2	unittests/firmware/fsm.cpp
host:1d42a1fa401129da292a8b0fe4f6dc9bee727117	18	8	scripts/generate-test-report.py
host:1d42a1fa401129da292a8b0fe4f6dc9bee727117	10	6	tests/test_msg_ethereum_clear_signing.py
